,bsz,clip,epoch,gnorm,loss,lr,nll_loss,num_updates,oom,ppl,train_wall,ups,wall,wpb,wps
65,265.0,0%,49.0,0.127,2.94,0.000173784,0.931,132447.0,0.0,1.91,88061.0,1.3,19043.0,3657.0,5076.0
66,265.0,0%,50.0,0.128,2.94,0.000172037,0.931,135150.0,0.0,1.91,89831.0,1.3,21178.0,3657.0,5075.0
39,265.0,0%,51.0,0.128,2.937,0.000170342,0.928,137853.0,0.0,1.9,91606.0,1.4,1972.0,3657.0,5065.0
67,265.0,0%,51.0,0.128,2.937,0.000170342,0.928,137853.0,0.0,1.9,91602.0,1.2,23376.0,3657.0,5075.0
40,265.0,0%,52.0,0.127,2.939,0.000168696,0.93,140556.0,0.0,1.91,93381.0,1.3,4116.0,3657.0,5063.0
68,265.0,0%,52.0,0.127,2.939,0.000168696,0.93,140556.0,0.0,1.91,93372.0,1.3,25510.0,3657.0,5076.0
41,265.0,0%,53.0,0.126,2.936,0.000167097,0.927,143259.0,0.0,1.9,95156.0,1.3,6255.0,3657.0,5063.0
69,265.0,0%,53.0,0.126,2.936,0.000167097,0.927,143259.0,0.0,1.9,95142.0,1.3,27644.0,3657.0,5075.0
42,265.0,0%,54.0,0.126,2.935,0.000165543,0.926,145962.0,0.0,1.9,96930.0,1.3,8393.0,3657.0,5064.0
43,265.0,0%,55.0,0.127,2.934,0.000164031,0.925,148665.0,0.0,1.9,98705.0,1.3,10532.0,3657.0,5063.0
